reaction,species,species_type,compartment,mass,role,stoich
R_PAPA181,M_pa18111Z18111Z_c,M_pa18111Z18111Z,c,698.950001,substrate,1
R_PLDAGAT16018111Z18111Z2,M_pa18111Z18111Z_c,M_pa18111Z18111Z,c,698.950001,substrate,1
R_PLDAGAT1601819Z18111Z2,M_pa18111Z18111Z_c,M_pa18111Z18111Z,c,698.950001,substrate,1
R_PLDAGAT1801819Z18111Z2,M_pa18111Z18111Z_c,M_pa18111Z18111Z,c,698.950001,substrate,1
R_PLDAGAT18111Z18111Z18111Z2,M_pa18111Z18111Z_c,M_pa18111Z18111Z,c,698.950001,substrate,1
R_PLDAGAT18111Z1819Z18111Z2,M_pa18111Z18111Z_c,M_pa18111Z18111Z,c,698.950001,substrate,1
R_PLDAGAT1819Z18111Z18111Z2,M_pa18111Z18111Z_c,M_pa18111Z18111Z,c,698.950001,substrate,1
R_PLDAGAT1819Z1819Z18111Z2,M_pa18111Z18111Z_c,M_pa18111Z18111Z,c,698.950001,substrate,1
R_AGPATCOA18111Z1819Z,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,product,1
R_DAGK18111Z1819Z,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,product,1
R_PAPA18111Z1819Z,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,substrate,1
R_PLDAGAT16018111Z1819Z3,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,substrate,1
R_PLDAGAT1601819Z1819Z3,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,substrate,1
R_PLDAGAT1801819Z1819Z3,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,substrate,1
R_PLDAGAT18111Z18111Z1819Z3,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,substrate,1
R_PLDAGAT18111Z1819Z1819Z3,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,substrate,1
R_PLDAGAT1819Z18111Z1819Z3,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,substrate,1
R_PLDAGAT1819Z1819Z1819Z3,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,substrate,1
R_PLPSD18111Z1819Z,M_pa18111Z1819Z_c,M_pa18111Z1819Z,c,698.950001,product,1
R_AGPAT18111Z1819Zh,M_pa18111Z1819Z_h,M_pa18111Z1819Z,h,698.950001,product,1
R_DAGK18111Z1819Zh,M_pa18111Z1819Z_h,M_pa18111Z1819Z,h,698.950001,product,1
R_PAPA18111Z1819Zh,M_pa18111Z1819Z_h,M_pa18111Z1819Z,h,698.950001,substrate,1
R_PLPSD18111Z1829Z12Z,M_pa18111Z1829Z12Z_c,M_pa18111Z1829Z12Z,c,696.934121,product,1
R_PLPSD18111Z1835Z9Z12Z,M_pa18111Z1835Z9Z12Z_c,M_pa18111Z1835Z9Z12Z,c,694.918241,product,1
R_PLPSD18111Z1845Z9Z12Z15Z,M_pa18111Z1845Z9Z12Z15Z_c,M_pa18111Z1845Z9Z12Z15Z,c,692.902361,product,1
R_AGPATCOA1819Z160,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,product,1
R_CDPDAGS1819Z160,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,substrate,1
R_PLDAGAT16018111Z1602,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,substrate,1
R_PLDAGAT1601819Z1602,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,substrate,1
R_PLDAGAT1801819Z1602,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,substrate,1
R_PLDAGAT18111Z18111Z1602,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,substrate,1
R_PLDAGAT18111Z1819Z1602,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,substrate,1
R_PLDAGAT1819Z18111Z1602,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,substrate,1
R_PLDAGAT1819Z1819Z1602,M_pa1819Z160_c,M_pa1819Z160,c,672.912721,substrate,1
R_AGPAT1819Z160h,M_pa1819Z160_h,M_pa1819Z160,h,672.912721,product,1
R_CDPDAGS1819Z160h,M_pa1819Z160_h,M_pa1819Z160,h,672.912721,substrate,1
R_DAGK1819Z160h,M_pa1819Z160_h,M_pa1819Z160,h,672.912721,product,1
R_PAPA1819Z160h,M_pa1819Z160_h,M_pa1819Z160,h,672.912721,substrate,1
R_AGPAT1819Z1619Zh,M_pa1819Z1619Z_h,M_pa1819Z1619Z,h,670.896841,product,1
R_DAGK1819Z1619Zh,M_pa1819Z1619Z_h,M_pa1819Z1619Z,h,670.896841,product,1
R_PAPA1819Z1619Zh,M_pa1819Z1619Z_h,M_pa1819Z1619Z,h,670.896841,substrate,1
R_AGPATCOA1819Z18111Z,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,product,1
R_DAGK1819Z18111Z,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,product,1
R_PAPA1819Z18111Z,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,substrate,1
R_PLDAGAT16018111Z18111Z3,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,substrate,1
R_PLDAGAT1601819Z18111Z3,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,substrate,1
R_PLDAGAT1801819Z18111Z3,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,substrate,1
R_PLDAGAT18111Z18111Z18111Z3,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,substrate,1
R_PLDAGAT18111Z1819Z18111Z3,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,substrate,1
R_PLDAGAT1819Z18111Z18111Z3,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,substrate,1
R_PLDAGAT1819Z1819Z18111Z3,M_pa1819Z18111Z_c,M_pa1819Z18111Z,c,698.950001,substrate,1
R_AGPAT1819Z18111Zh,M_pa1819Z18111Z_h,M_pa1819Z18111Z,h,698.950001,product,1
R_DAGK1819Z18111Zh,M_pa1819Z18111Z_h,M_pa1819Z18111Z,h,698.950001,product,1
R_PAPA1819Z18111Zh,M_pa1819Z18111Z_h,M_pa1819Z18111Z,h,698.950001,substrate,1
R_AGPATCOA1819Z1819Z,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,product,1
R_DAGK1819Z1819Z,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,product,1
R_PAPA1819Z1819Z,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,substrate,1
R_PLDAGAT16018111Z1819Z4,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,substrate,1
R_PLDAGAT1601819Z1819Z4,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,substrate,1
R_PLDAGAT1801819Z1819Z4,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,substrate,1
R_PLDAGAT18111Z18111Z1819Z4,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,substrate,1
R_PLDAGAT18111Z1819Z1819Z4,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,substrate,1
R_PLDAGAT1819Z18111Z1819Z4,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,substrate,1
R_PLDAGAT1819Z1819Z1819Z4,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,substrate,1
R_PLPSD1819Z1819Z,M_pa1819Z1819Z_c,M_pa1819Z1819Z,c,698.950001,product,1
R_AGPAT1819Z1819Zh,M_pa1819Z1819Z_h,M_pa1819Z1819Z,h,698.950001,product,1
R_DAGK1819Z1819Zh,M_pa1819Z1819Z_h,M_pa1819Z1819Z,h,698.950001,product,1
R_PAPA1819Z1819Zh,M_pa1819Z1819Z_h,M_pa1819Z1819Z,h,698.950001,substrate,1
R_PLPSD1819Z1829Z12Z,M_pa1819Z1829Z12Z_c,M_pa1819Z1829Z12Z,c,696.934121,product,1
R_PLPSD1819Z1835Z9Z12Z,M_pa1819Z1835Z9Z12Z_c,M_pa1819Z1835Z9Z12Z,c,694.918241,product,1
R_PLPSD1819Z1845Z9Z12Z15Z,M_pa1819Z1845Z9Z12Z15Z_c,M_pa1819Z1845Z9Z12Z15Z,c,692.902361,product,1
R_PLPSD1829Z12Z1835Z9Z12Z,M_pa1829Z12Z1835Z9Z12Z_c,M_pa1829Z12Z1835Z9Z12Z,c,692.902361,product,1
R_1AGPEAT1801835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_1AGPEAT18111Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_1AGPEAT1819Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_1AGPEAT1829Z12Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_ACOADAGAT16018111Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_ACOADAGAT1601819Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_ACOADAGAT1801819Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_ACOADAGAT18111Z18111Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_ACOADAGAT18111Z1819Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_ACOADAGAT1819Z18111Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_ACOADAGAT1819Z1819Z1835Z9Z12Z,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_PACOAL,M_pacoa_c,M_pacoa,c,1023.917963,product,1
R_SQDGATPA18111Z160,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_SQDGATPA1819Z160,M_pacoa_c,M_pacoa,c,1023.917963,substrate,1
R_Biomass_Chlamy_auto,M_pail18111Z160_c,M_pail18111Z160,c,837.069201,substrate,0.001919444
R_Biomass_Chlamy_hetero,M_pail18111Z160_c,M_pail18111Z160,c,837.069201,substrate,0.001919444
R_Biomass_Chlamy_mixo,M_pail18111Z160_c,M_pail18111Z160,c,837.069201,substrate,0.001919444
R_CDIPT18111Z160,M_pail18111Z160_c,M_pail18111Z160,c,837.069201,product,1
R_PAIL18111Z160t,M_pail18111Z160_c,M_pail18111Z160,c,837.069201,substrate,1
R_PAIL18111Z160t,M_pail18111Z160_e,M_pail18111Z160,e,837.069201,product,1
R_Biomass_Chlamy_auto,M_pail1819Z160_c,M_pail1819Z160,c,837.069201,substrate,0.000258387
R_Biomass_Chlamy_hetero,M_pail1819Z160_c,M_pail1819Z160,c,837.069201,substrate,0.000258387
R_Biomass_Chlamy_mixo,M_pail1819Z160_c,M_pail1819Z160,c,837.069201,substrate,0.000258387
R_CDIPT1819Z160,M_pail1819Z160_c,M_pail1819Z160,c,837.069201,product,1
R_PAIL1819Z160t,M_pail1819Z160_c,M_pail1819Z160,c,837.069201,substrate,1
R_PAIL1819Z160t,M_pail1819Z160_e,M_pail1819Z160,e,837.069201,product,1
R_APNPT,M_pan4p_c,M_pan4p,c,355.325541,product,1
R_APPAT,M_pan4p_c,M_pan4p,c,355.325541,substrate,1
R_CYSCL,M_pan4p_c,M_pan4p,c,355.325541,product,1
R_PBAL,M_pant_R_c,M_pant_R,c,147.14914,substrate,1
R_PBALm,M_pant_R_m,M_pant_R,m,147.14914,substrate,1
R_PNORm,M_pant_R_m,M_pant_R,m,147.14914,substrate,1
R_PNORn,M_pant_R_n,M_pant_R,n,147.14914,substrate,1
R_AASP,M_paps_c,M_paps,c,503.233762,product,1
R_BPNT2,M_paps_c,M_paps,c,503.233762,substrate,1
R_PAPSPAPthr,M_paps_c,M_paps,c,503.233762,product,1
R_PAPSPHENST,M_paps_c,M_paps,c,503.233762,substrate,1
R_PAPSTYRST,M_paps_c,M_paps,c,503.233762,substrate,1
R_AASPh,M_paps_h,M_paps,h,503.233762,product,1
R_PAPSPAPthr,M_paps_h,M_paps,h,503.233762,substrate,1
R_AASPm,M_paps_m,M_paps,m,503.233762,product,1
R_ACPS1,M_pap_c,M_pap,c,423.169562,product,1
R_BPNT,M_pap_c,M_pap,c,423.169562,substrate,1
R_PAPSPAPthr,M_pap_c,M_pap,c,423.169562,substrate,1
R_PAPSPHENST,M_pap_c,M_pap,c,423.169562,product,1
R_PAPSTYRST,M_pap_c,M_pap,c,423.169562,product,1
R_ACPS1h,M_pap_h,M_pap,h,423.169562,product,1
R_PAPSPAPthr,M_pap_h,M_pap,h,423.169562,product,1
R_PACOAL,M_pa_c,M_pa,c,277.42166,substrate,1
R_PLPSA21801835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_PLPSA218111Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_PLPSA21819Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_PLPSA21829Z12Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_TAGAH16018111Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_TAGAH1601819Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_TAGAH1801819Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_TAGAH18111Z18111Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_TAGAH18111Z1819Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_TAGAH1819Z18111Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_TAGAH1819Z1819Z1835Z9Z12Z,M_pa_c,M_pa,c,277.42166,product,1
R_CMK,M_pcdme_h,M_pcdme,h,597.255783,product,1
R_MCS,M_pcdme_h,M_pcdme,h,597.255783,substrate,1
R_DVPCHLDR,M_pchlda_h,M_pchlda,h,612.95754,product,1
R_PCHLD450OR,M_pchlda_h,M_pchlda,h,612.95754,substrate,1
R_PCHLD646OR,M_pchlda_h,M_pchlda,h,612.95754,substrate,1
R_PCHLDR,M_pchlda_h,M_pchlda,h,612.95754,substrate,1
R_GGDR,M_pdp_h,M_pdp,h,453.466982,product,1
R_HPT,M_pdp_h,M_pdp,h,453.466982,substrate,1
R_PDPtu,M_pdp_h,M_pdp,h,453.466982,substrate,1
R_CHLASP,M_pdp_u,M_pdp,u,453.466982,substrate,1
R_CHLBSP,M_pdp_u,M_pdp,u,453.466982,substrate,1
R_PDPtu,M_pdp_u,M_pdp,u,453.466982,product,1
R_PDX5POi,M_pdx5p_c,M_pdx5p,c,247.141901,substrate,1
R_PDXPP,M_pdx5p_c,M_pdx5p,c,247.141901,substrate,1
R_PYDXNK,M_pdx5p_c,M_pdx5p,c,247.141901,product,1
R_SELCYSLY2,M_pdx5p_c,M_pdx5p,c,247.141901,substrate,1
R_1AGPEAT1801819Z,M_pe1801819Z_c,M_pe1801819Z,c,746.049601,product,1
R_ETHAPT1801819Z,M_pe1801819Z_c,M_pe1801819Z,c,746.049601,product,1
R_PE1801819Zt,M_pe1801819Z_c,M_pe1801819Z,c,746.049601,substrate,1
R_PEDS1801829Z12Z,M_pe1801819Z_c,M_pe1801819Z,c,746.049601,substrate,1
R_PLPSA21801819Z,M_pe1801819Z_c,M_pe1801819Z,c,746.049601,substrate,1
R_PLPSD1801819Z,M_pe1801819Z_c,M_pe1801819Z,c,746.049601,substrate,1
R_PE1801819Zt,M_pe1801819Z_e,M_pe1801819Z,e,746.049601,product,1
R_1AGPEAT1801829Z12Z,M_pe1801829Z12Z_c,M_pe1801829Z12Z,c,744.033721,product,1
R_PE1801829Z12Zt,M_pe1801829Z12Z_c,M_pe1801829Z12Z,c,744.033721,substrate,1
R_PED5DS1801835Z9Z12Z,M_pe1801829Z12Z_c,M_pe1801829Z12Z,c,744.033721,substrate,1
R_PEDS1801829Z12Z,M_pe1801829Z12Z_c,M_pe1801829Z12Z,c,744.033721,product,1
R_PLPSA21801829Z12Z,M_pe1801829Z12Z_c,M_pe1801829Z12Z,c,744.033721,substrate,1
R_PLPSD1801829Z12Z,M_pe1801829Z12Z_c,M_pe1801829Z12Z,c,744.033721,substrate,1
R_PE1801829Z12Zt,M_pe1801829Z12Z_e,M_pe1801829Z12Z,e,744.033721,product,1
R_1AGPEAT1801835Z9Z12Z,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,product,1
R_Biomass_Chlamy_auto,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,substrate,0.002345713
R_Biomass_Chlamy_hetero,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,substrate,0.002345713
R_Biomass_Chlamy_mixo,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,substrate,0.002345713
R_PE1801835Z9Z12Zt,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,substrate,1
R_PED5DS1801835Z9Z12Z,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,product,1
R_PEDS1801845Z9Z12Z15Z,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,substrate,1
R_PLPSA21801835Z9Z12Z,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,substrate,1
R_PLPSD1801835Z9Z12Z,M_pe1801835Z9Z12Z_c,M_pe1801835Z9Z12Z,c,742.017841,substrate,1
R_PE1801835Z9Z12Zt,M_pe1801835Z9Z12Z_e,M_pe1801835Z9Z12Z,e,742.017841,product,1
R_1AGPEAT1801845Z9Z12Z15Z,M_pe1801845Z9Z12Z15Z_c,M_pe1801845Z9Z12Z15Z,c,740.001961,product,1
R_Biomass_Chlamy_auto,M_pe1801845Z9Z12Z15Z_c,M_pe1801845Z9Z12Z15Z,c,740.001961,substrate,0.000653357
R_Biomass_Chlamy_hetero,M_pe1801845Z9Z12Z15Z_c,M_pe1801845Z9Z12Z15Z,c,740.001961,substrate,0.000653357
R_Biomass_Chlamy_mixo,M_pe1801845Z9Z12Z15Z_c,M_pe1801845Z9Z12Z15Z,c,740.001961,substrate,0.000653357
R_PE1801845Z9Z12Z15Zt,M_pe1801845Z9Z12Z15Z_c,M_pe1801845Z9Z12Z15Z,c,740.001961,substrate,1
R_PEDS1801845Z9Z12Z15Z,M_pe1801845Z9Z12Z15Z_c,M_pe1801845Z9Z12Z15Z,c,740.001961,product,1
R_PLPSA21801845Z9Z12Z15Z,M_pe1801845Z9Z12Z15Z_c,M_pe1801845Z9Z12Z15Z,c,740.001961,substrate,1
R_PLPSD1801845Z9Z12Z15Z,M_pe1801845Z9Z12Z15Z_c,M_pe1801845Z9Z12Z15Z,c,740.001961,substrate,1
R_PE1801845Z9Z12Z15Zt,M_pe1801845Z9Z12Z15Z_e,M_pe1801845Z9Z12Z15Z,e,740.001961,product,1
R_1AGPEAT18111Z1819Z,M_pe18111Z1819Z_c,M_pe18111Z1819Z,c,744.033721,product,1
R_ETHAPT18111Z1819Z,M_pe18111Z1819Z_c,M_pe18111Z1819Z,c,744.033721,product,1
R_PE18111Z1819Zt,M_pe18111Z1819Z_c,M_pe18111Z1819Z,c,744.033721,substrate,1
R_PEDS18111Z1829Z12Z,M_pe18111Z1819Z_c,M_pe18111Z1819Z,c,744.033721,substrate,1
R_PLPSA218111Z1819Z,M_pe18111Z1819Z_c,M_pe18111Z1819Z,c,744.033721,substrate,1
R_PLPSD18111Z1819Z,M_pe18111Z1819Z_c,M_pe18111Z1819Z,c,744.033721,substrate,1
R_PE18111Z1819Zt,M_pe18111Z1819Z_e,M_pe18111Z1819Z,e,744.033721,product,1
R_1AGPEAT18111Z1829Z12Z,M_pe18111Z1829Z12Z_c,M_pe18111Z1829Z12Z,c,742.017841,product,1
R_PE18111Z1829Z12Zt,M_pe18111Z1829Z12Z_c,M_pe18111Z1829Z12Z,c,742.017841,substrate,1
R_PED5DS18111Z1835Z9Z12Z,M_pe18111Z1829Z12Z_c,M_pe18111Z1829Z12Z,c,742.017841,substrate,1
R_PEDS18111Z1829Z12Z,M_pe18111Z1829Z12Z_c,M_pe18111Z1829Z12Z,c,742.017841,product,1
R_PLPSA218111Z1829Z12Z,M_pe18111Z1829Z12Z_c,M_pe18111Z1829Z12Z,c,742.017841,substrate,1
R_PLPSD18111Z1829Z12Z,M_pe18111Z1829Z12Z_c,M_pe18111Z1829Z12Z,c,742.017841,substrate,1
R_PE18111Z1829Z12Zt,M_pe18111Z1829Z12Z_e,M_pe18111Z1829Z12Z,e,742.017841,product,1
R_1AGPEAT18111Z1835Z9Z12Z,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,product,1
R_Biomass_Chlamy_auto,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,substrate,0.00310733
R_Biomass_Chlamy_hetero,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,substrate,0.00310733
R_Biomass_Chlamy_mixo,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,substrate,0.00310733
R_PE18111Z1835Z9Z12Zt,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,substrate,1
R_PED5DS18111Z1835Z9Z12Z,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,product,1
R_PEDS18111Z1845Z9Z12Z15Z,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,substrate,1
R_PLPSA218111Z1835Z9Z12Z,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,substrate,1
R_PLPSD18111Z1835Z9Z12Z,M_pe18111Z1835Z9Z12Z_c,M_pe18111Z1835Z9Z12Z,c,740.001961,substrate,1
R_PE18111Z1835Z9Z12Zt,M_pe18111Z1835Z9Z12Z_e,M_pe18111Z1835Z9Z12Z,e,740.001961,product,1
R_1AGPEAT18111Z1845Z9Z12Z15Z,M_pe18111Z1845Z9Z12Z15Z_c,M_pe18111Z1845Z9Z12Z15Z,c,737.986081,product,1
R_Biomass_Chlamy_auto,M_pe18111Z1845Z9Z12Z15Z_c,M_pe18111Z1845Z9Z12Z15Z,c,737.986081,substrate,0.000127175
R_Biomass_Chlamy_hetero,M_pe18111Z1845Z9Z12Z15Z_c,M_pe18111Z1845Z9Z12Z15Z,c,737.986081,substrate,0.000127175
R_Biomass_Chlamy_mixo,M_pe18111Z1845Z9Z12Z15Z_c,M_pe18111Z1845Z9Z12Z15Z,c,737.986081,substrate,0.000127175
R_PE18111Z1845Z9Z12Z15Zt,M_pe18111Z1845Z9Z12Z15Z_c,M_pe18111Z1845Z9Z12Z15Z,c,737.986081,substrate,1
R_PEDS18111Z1845Z9Z12Z15Z,M_pe18111Z1845Z9Z12Z15Z_c,M_pe18111Z1845Z9Z12Z15Z,c,737.986081,product,1
R_PLPSA218111Z1845Z9Z12Z15Z,M_pe18111Z1845Z9Z12Z15Z_c,M_pe18111Z1845Z9Z12Z15Z,c,737.986081,substrate,1
R_PLPSD18111Z1845Z9Z12Z15Z,M_pe18111Z1845Z9Z12Z15Z_c,M_pe18111Z1845Z9Z12Z15Z,c,737.986081,substrate,1
R_PE18111Z1845Z9Z12Z15Zt,M_pe18111Z1845Z9Z12Z15Z_e,M_pe18111Z1845Z9Z12Z15Z,e,737.986081,product,1
R_1AGPEAT1819Z1819Z,M_pe1819Z1819Z_c,M_pe1819Z1819Z,c,744.033721,product,1
R_ETHAPT1819Z1819Z,M_pe1819Z1819Z_c,M_pe1819Z1819Z,c,744.033721,product,1
R_PE1819Z1819Zt,M_pe1819Z1819Z_c,M_pe1819Z1819Z,c,744.033721,substrate,1
R_PEDS1819Z1829Z12Z,M_pe1819Z1819Z_c,M_pe1819Z1819Z,c,744.033721,substrate,1
R_PLPSA21819Z1819Z,M_pe1819Z1819Z_c,M_pe1819Z1819Z,c,744.033721,substrate,1
R_PLPSD1819Z1819Z,M_pe1819Z1819Z_c,M_pe1819Z1819Z,c,744.033721,substrate,1
R_PE1819Z1819Zt,M_pe1819Z1819Z_e,M_pe1819Z1819Z,e,744.033721,product,1
R_1AGPEAT1819Z1829Z12Z,M_pe1819Z1829Z12Z_c,M_pe1819Z1829Z12Z,c,742.017841,product,1
R_PE1819Z1829Z12Zt,M_pe1819Z1829Z12Z_c,M_pe1819Z1829Z12Z,c,742.017841,substrate,1
R_PED5DS1819Z1835Z9Z12Z,M_pe1819Z1829Z12Z_c,M_pe1819Z1829Z12Z,c,742.017841,substrate,1
R_PEDS1819Z1829Z12Z,M_pe1819Z1829Z12Z_c,M_pe1819Z1829Z12Z,c,742.017841,product,1
R_PLPSA21819Z1829Z12Z,M_pe1819Z1829Z12Z_c,M_pe1819Z1829Z12Z,c,742.017841,substrate,1
R_PLPSD1819Z1829Z12Z,M_pe1819Z1829Z12Z_c,M_pe1819Z1829Z12Z,c,742.017841,substrate,1
R_PE1819Z1829Z12Zt,M_pe1819Z1829Z12Z_e,M_pe1819Z1829Z12Z,e,742.017841,product,1
R_1AGPEAT1819Z1835Z9Z12Z,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,product,1
R_Biomass_Chlamy_auto,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,substrate,9.42E-05
R_Biomass_Chlamy_hetero,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,substrate,9.42E-05
R_Biomass_Chlamy_mixo,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,substrate,9.42E-05
R_PE1819Z1835Z9Z12Zt,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,substrate,1
R_PED5DS1819Z1835Z9Z12Z,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,product,1
R_PEDS1819Z1845Z9Z12Z15Z,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,substrate,1
R_PEDS1829Z12Z1835Z9Z12Z,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,substrate,1
R_PLPSA21819Z1835Z9Z12Z,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,substrate,1
R_PLPSD1819Z1835Z9Z12Z,M_pe1819Z1835Z9Z12Z_c,M_pe1819Z1835Z9Z12Z,c,740.001961,substrate,1
R_PE1819Z1835Z9Z12Zt,M_pe1819Z1835Z9Z12Z_e,M_pe1819Z1835Z9Z12Z,e,740.001961,product,1
R_1AGPEAT1819Z1845Z9Z12Z15Z,M_pe1819Z1845Z9Z12Z15Z_c,M_pe1819Z1845Z9Z12Z15Z,c,737.986081,product,1
R_Biomass_Chlamy_auto,M_pe1819Z1845Z9Z12Z15Z_c,M_pe1819Z1845Z9Z12Z15Z,c,737.986081,substrate,3.85E-06
R_Biomass_Chlamy_hetero,M_pe1819Z1845Z9Z12Z15Z_c,M_pe1819Z1845Z9Z12Z15Z,c,737.986081,substrate,3.85E-06
R_Biomass_Chlamy_mixo,M_pe1819Z1845Z9Z12Z15Z_c,M_pe1819Z1845Z9Z12Z15Z,c,737.986081,substrate,3.85E-06
R_PE1819Z1845Z9Z12Z15Zt,M_pe1819Z1845Z9Z12Z15Z_c,M_pe1819Z1845Z9Z12Z15Z,c,737.986081,substrate,1
